image_name,ds_row,ds_col,channel_id,marker,focus_id,x,y
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,25,40,1281
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,26,42,1287
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,27,492,1240
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,28,374,1009
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,29,373,1002
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,30,153,835
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,31,144,833
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,32,422,634
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,33,429,639
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,34,995,467
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,35,988,471
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,36,879,1186
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,37,885,1192
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,38,1129,1168
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,39,1124,1172
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,40,1305,1509
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,41,1298,1471
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,42,640,1464
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,43,731,1635
RPE1wt_CEP152+GTU88+PCNT_1_000_000_max_C1,0,0,1,CEP152,44,1991,1362
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,0,50,159
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,1,43,165
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,2,233,519
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,3,229,528
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,4,544,326
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,5,542,331
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,6,767,368
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,7,763,366
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,8,981,388
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,9,1435,464
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,10,1444,465
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,11,1187,565
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,12,1179,563
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,13,1291,728
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,14,1292,735
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,15,1858,377
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,16,1850,379
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,17,1742,958
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,18,1737,961
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,19,1402,1154
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,20,1403,1159
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,21,1168,1367
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,22,1165,1369
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,23,915,1076
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,24,921,1082
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,25,633,1279
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,26,633,1286
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,27,943,1671
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,28,942,1677
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,29,1308,1691
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,30,1518,1636
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,31,1514,1629
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,32,1312,1693
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,33,1579,1916
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,34,1583,1912
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,35,1227,1947
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,36,1230,1952
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,37,55,1733
RPE1wt_CEP152+GTU88+PCNT_1_001_003_max_C1,1,3,1,CEP152,38,56,1739
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,0,119,260
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,1,111,263
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,2,173,558
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,3,167,554
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,4,482,520
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,5,514,538
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,6,699,164
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,7,694,169
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,8,1108,38
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,9,1109,48
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,10,1503,209
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,11,1502,214
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,12,1203,510
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,13,1196,511
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,14,1958,450
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,15,1960,509
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,16,1672,746
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,17,1710,1311
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,18,1713,1317
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,19,1273,1295
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,20,1268,1300
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,21,910,1055
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,22,909,1062
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,23,669,1183
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,24,664,1188
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,25,459,1091
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,26,162,871
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,27,168,872
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,28,245,1222
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,29,235,1229
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,30,107,1637
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,31,101,1635
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,32,529,1586
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,33,529,1591
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,34,399,1883
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,35,414,1890
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,36,648,1969
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,37,643,1967
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,38,866,1867
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,39,871,1873
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,40,955,1805
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,41,1471,1743
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,42,1465,1738
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,43,871,1477
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,44,859,1481
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,45,1267,857
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,46,1262,855
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,47,1014,732
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,48,816,669
RPE1wt_CEP152+GTU88+PCNT_1_001_004_max_C1,1,4,1,CEP152,49,1875,2031
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,0,161,106
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,1,168,102
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,2,682,24
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,3,679,29
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,4,997,266
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,5,997,272
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,6,1443,413
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,7,1865,140
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,8,1977,151
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,9,1671,687
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,10,1669,692
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,11,1039,652
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,12,1043,656
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,13,768,679
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,14,319,450
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,15,317,457
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,16,198,603
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,17,217,753
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,18,514,1420
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,19,508,1428
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,20,796,1574
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,21,792,1574
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,22,1027,1235
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,23,1033,1239
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,24,1351,1318
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,25,1368,1326
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,26,1729,1600
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,27,1724,1596
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,28,1485,1754
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,29,1481,1752
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,30,1125,1909
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,31,1128,1911
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,32,586,1803
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,33,582,1807
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,34,327,1658
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,35,112,1874
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,36,118,1875
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,37,1091,1627
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,38,1086,1631
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,39,1839,1932
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,40,1839,1941
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,41,1998,1320
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,42,1990,1318
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,43,1885,900
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,44,1884,909
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,45,1203,987
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,46,1288,980
RPE1wt_CEP152+GTU88+PCNT_1_002_002_max_C1,2,2,1,CEP152,47,243,1641
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,0,1645,99
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,1,1638,105
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,2,1262,67
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,3,1266,61
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,4,1051,173
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,5,1056,181
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,6,1299,319
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,7,1294,323
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,8,1568,601
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,9,1561,632
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,10,1879,719
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,11,1881,727
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,12,2019,473
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,13,1499,917
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,14,1493,919
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,15,1918,1107
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,16,1923,1118
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,17,1838,1282
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,18,1831,1280
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,19,1471,1304
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,20,2039,1552
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,21,1740,1665
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,22,1744,1671
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,23,8,2013
RPE1wt_CEP152+GTU88+PCNT_1_002_001_max_C1,2,1,1,CEP152,24,1,2011
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,0,253,236
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,1,258,232
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,2,143,22
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,3,139,17
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,4,717,209
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,5,900,239
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,6,1151,19
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,7,1149,23
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,8,963,400
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,9,972,398
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,10,40,577
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,11,450,610
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,12,886,692
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,13,885,697
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,14,840,981
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,15,751,1010
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,16,670,1174
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,17,160,988
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,18,159,1148
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,19,43,1508
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,20,40,1503
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,21,156,1577
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,22,534,1458
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,23,530,1450
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,24,713,1294
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,25,885,1450
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,26,890,1455
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,27,731,1768
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,28,734,1773
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,29,1041,1853
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,30,1038,1860
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,31,324,1796
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,32,319,1809
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,33,1514,1829
RPE1wt_CEP152+GTU88+PCNT_1_001_002_max_C1,1,2,1,CEP152,34,1510,1832
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,0,101,258
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,1,296,319
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,2,291,318
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,3,564,72
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,4,559,72
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,5,613,183
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,6,610,189
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,7,861,114
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,8,1060,450
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,9,1058,456
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,10,690,625
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,11,433,486
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,12,432,492
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,13,14,500
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,14,11,505
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,15,327,863
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,16,41,1040
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,17,33,1040
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,18,562,1096
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,19,701,889
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,20,950,798
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,21,1038,1036
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,22,1029,1034
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,23,1361,1013
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,24,1369,622
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,25,1365,628
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,26,1515,913
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,27,1780,484
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,28,1782,488
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,29,1500,1393
RPE1wt_CEP152+GTU88+PCNT_1_000_001_max_C1,0,1,1,CEP152,30,1495,1389
